21.00000 304.00000 30.97647
299.00000 435.00000 15.27451
231.00000 40.00000 32.20000
367.00000 162.00000 29.75294
101.00000 109.00000 12.21569
304.00000 74.00000 47.29020
245.00000 34.00000 37.90980
64.00000 189.00000 11.80784
465.00000 207.00000 24.45098
324.00000 133.00000 17.72157
254.00000 355.00000 14.25490
470.00000 219.00000 46.06667
134.00000 389.00000 24.45098
92.00000 94.00000 13.23529
170.00000 24.00000 12.82745
410.00000 150.00000 38.72549
247.00000 160.00000 40.15294
285.00000 110.00000 31.18039
49.00000 492.00000 20.16863
99.00000 279.00000 12.82745
462.00000 498.00000 33.83137
70.00000 108.00000 10.38039
417.00000 341.00000 20.78039
22.00000 244.00000 19.76078
267.00000 499.00000 8.13725
255.00000 122.00000 35.66667
325.00000 489.00000 12.82745
252.00000 408.00000 13.03137
0.00000 0.00000 32.20000
0.00000 50.00000 30.16078
0.00000 100.00000 25.47059
0.00000 150.00000 33.01569
0.00000 200.00000 25.87843
0.00000 250.00000 25.26667
0.00000 300.00000 29.34510
0.00000 350.00000 33.62745
0.00000 400.00000 30.77255
0.00000 450.00000 27.71373
50.00000 0.00000 28.52941
50.00000 50.00000 18.33333
50.00000 100.00000 6.50588
50.00000 150.00000 8.13725
50.00000 200.00000 8.13725
50.00000 250.00000 13.43922
50.00000 300.00000 27.71373
50.00000 350.00000 29.54902
50.00000 400.00000 28.12157
50.00000 450.00000 24.04314
100.00000 0.00000 9.15686
100.00000 50.00000 10.99216
100.00000 100.00000 11.60392
100.00000 150.00000 13.64314
100.00000 200.00000 13.84706
100.00000 250.00000 17.51765
100.00000 300.00000 10.78824
100.00000 350.00000 13.84706
100.00000 400.00000 24.85882
100.00000 450.00000 42.39608
150.00000 0.00000 13.23529
150.00000 50.00000 12.62353
150.00000 100.00000 11.80784
150.00000 150.00000 18.53725
150.00000 200.00000 14.25490
150.00000 250.00000 19.96471
150.00000 300.00000 17.10980
150.00000 350.00000 26.08235
150.00000 400.00000 30.97647
150.00000 450.00000 30.16078
200.00000 0.00000 15.88627
200.00000 50.00000 13.64314
200.00000 100.00000 28.12157
200.00000 150.00000 33.21961
200.00000 200.00000 40.76471
200.00000 250.00000 23.83922
200.00000 300.00000 18.12941
200.00000 350.00000 14.05098
200.00000 400.00000 19.96471
200.00000 450.00000 24.85882
250.00000 0.00000 47.49412
250.00000 50.00000 33.21961
250.00000 100.00000 36.68627
250.00000 150.00000 41.58039
250.00000 200.00000 42.80392
250.00000 250.00000 34.64706
250.00000 300.00000 18.53725
250.00000 350.00000 15.07059
250.00000 400.00000 10.99216
250.00000 450.00000 8.54510
300.00000 0.00000 44.84314
300.00000 50.00000 28.93725
300.00000 100.00000 45.25098
300.00000 150.00000 39.54118
300.00000 200.00000 45.25098
300.00000 250.00000 43.41569
300.00000 300.00000 21.39216
300.00000 350.00000 15.07059
300.00000 400.00000 13.43922
300.00000 450.00000 13.43922
350.00000 0.00000 43.61961
350.00000 50.00000 30.97647
350.00000 100.00000 41.98824
350.00000 150.00000 19.96471
350.00000 200.00000 43.82353
350.00000 250.00000 46.67843
350.00000 300.00000 39.54118
350.00000 350.00000 19.55686
350.00000 400.00000 13.84706
350.00000 450.00000 12.01176
400.00000 0.00000 35.46275
400.00000 50.00000 44.84314
400.00000 100.00000 46.47451
400.00000 150.00000 38.92941
400.00000 200.00000 24.65490
400.00000 250.00000 24.65490
400.00000 300.00000 31.79216
400.00000 350.00000 23.02353
400.00000 400.00000 24.45098
400.00000 450.00000 21.80000
450.00000 0.00000 34.85098
450.00000 50.00000 46.88235
450.00000 100.00000 43.00784
450.00000 150.00000 39.13333
450.00000 200.00000 25.06275
450.00000 250.00000 33.21961
450.00000 300.00000 19.76078
450.00000 350.00000 19.55686
450.00000 400.00000 24.45098
450.00000 450.00000 18.53725
247.00000 1.00000 47.08627
247.00000 31.00000 37.09412
232.00000 16.00000 38.11373
262.00000 16.00000 47.08627
313.00000 207.00000 46.27059
313.00000 237.00000 45.25098
298.00000 222.00000 43.61961
328.00000 222.00000 41.17255
386.00000 78.00000 42.19216
386.00000 108.00000 36.07451
371.00000 93.00000 42.39608
401.00000 93.00000 44.23137
457.00000 31.00000 45.45490
457.00000 61.00000 46.88235
442.00000 46.00000 47.69804
472.00000 46.00000 39.54118
304.00000 59.00000 47.29020
304.00000 89.00000 43.82353
289.00000 74.00000 46.27059
319.00000 74.00000 42.80392
470.00000 204.00000 30.56863
470.00000 234.00000 47.49412
455.00000 219.00000 28.52941
485.00000 219.00000 45.86275
250.00000 15.00000 47.08627
235.00000 0.00000 35.46275
265.00000 0.00000 41.78431
300.00000 85.00000 46.06667
300.00000 115.00000 31.58824
285.00000 100.00000 36.27843
315.00000 100.00000 33.62745
300.00000 185.00000 46.06667
300.00000 215.00000 45.45490
285.00000 200.00000 45.25098
315.00000 200.00000 44.84314
350.00000 235.00000 46.67843
350.00000 265.00000 46.06667
335.00000 250.00000 42.60000
365.00000 250.00000 34.64706
400.00000 85.00000 48.10588
400.00000 115.00000 33.83137
385.00000 100.00000 43.00784
415.00000 100.00000 46.06667
450.00000 35.00000 45.65882
450.00000 65.00000 46.88235
435.00000 50.00000 47.69804
465.00000 50.00000 45.65882
